id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
943590,15000,15000,15000, 36 months,7.26,464.95,A,Teacher,10+ years,RENT,60000,Source Verified,42339,debt_consolidation,TX,19.84,0,39295,1,13,0,5473,49.3,33,0,4003.61;
943591,3500,3500,3500, 36 months,8.38,110.3,B,Global Program Manager,3 years,RENT,130000,Not Verified,42339,credit_card,TX,29,0,38596,0,5,0,3579,94.2,12,0,5422.13;
943592,16800,16800,16800, 60 months,13.18,383.81,C,Correctional Officer,10+ years,MORTGAGE,72644,Verified,42339,other,LA,22.18,0,39052,0,7,0,23770,83.4,17,0,2728.83;
943593,12000,12000,12000, 60 months,10.64,258.76,B,Technical Sales Representative,8 years,MORTGAGE,60000,Not Verified,42339,credit_card,GA,31.95,0,39387,1,16,1,23163,45.8,22,0,5003.56;
943594,10000,10000,10000, 36 months,11.99,332.1,C,Information Associate,10+ years,RENT,36000,Source Verified,42339,debt_consolidation,NY,20.62,0,38292,1,29,0,21228,23.7,46,0,3771.86;
943595,20000,20000,20000, 36 months,12.59,669.94,C,Management Analyst,10+ years,MORTGAGE,93000,Verified,42339,home_improvement,NY,8.34,1,36161,1,8,0,32034,67.4,18,0,15103.75;
943596,17600,17600,17600, 36 months,13.18,594.55,C,,n/a,RENT,40000,Verified,42339,medical,IN,20.01,1,34029,1,13,1,9803,39.2,21,0,4276.61;
943597,6000,6000,6000, 36 months,9.17,191.28,B,Manager,< 1 year,RENT,60000,Source Verified,42339,small_business,CA,22.08,0,40513,1,6,0,13691,76.9,11,0,4042.43;
943598,8250,8250,8250, 36 months,15.41,287.65,D,owner,10+ years,RENT,40000,Source Verified,42339,moving,FL,24.76,1,37530,0,7,0,11674,91.2,24,0,765.58;
943599,9000,9000,9000, 36 months,15.41,313.8,D,Security Officer,3 years,RENT,25000,Verified,42339,debt_consolidation,LA,6.88,3,36831,0,9,0,8663,77.3,26,0,7258.87;
943600,20600,20600,20600, 60 months,12.59,464.41,C,Cloud Productivity Specialist Sales,8 years,MORTGAGE,225000,Verified,42339,credit_card,CA,21.44,0,38777,1,18,0,9452,61.8,33,0,6955.16;
943601,30000,30000,30000, 36 months,11.99,996.29,C,Medical Vice President,2 years,MORTGAGE,600000,Source Verified,42339,debt_consolidation,MD,33.54,0,38139,1,11,2,8392,53.1,29,0,2712.33;
943602,5025,5025,5025, 36 months,11.99,166.88,C,Sales Lead,2 years,RENT,12000,Source Verified,42339,debt_consolidation,FL,12.5,0,33848,1,4,0,24141,86.5,14,0,10914.29;
943603,10000,10000,10000, 36 months,7.26,309.97,A,Software Engineer,< 1 year,RENT,103000,Verified,42339,debt_consolidation,FL,26.56,0,37530,0,9,0,10143,79.2,12,0,4741.18;
943604,19200,19200,19200, 36 months,9.76,617.37,B,executive,8 years,MORTGAGE,85000,Source Verified,42339,credit_card,CA,17.2,0,38838,1,15,0,7256,40.6,31,0,4085.74;
943605,25000,25000,25000, 60 months,9.17,521.03,B,Production Support,10+ years,RENT,240000,Verified,42339,debt_consolidation,GA,5.8,0,35431,1,6,0,7081,53.6,14,0,632.67;
943606,5550,5550,5550, 36 months,11.99,184.32,C,,n/a,RENT,15800,Not Verified,42339,other,VA,14.97,0,36800,2,11,0,768,7.5,11,0,1109.64;
943607,19200,19200,19200, 60 months,14.48,451.55,C,Forklift driver,10+ years,OWN,48000,Source Verified,42339,debt_consolidation,NY,11.14,0,37226,1,11,0,30701,66.2,16,0,11767.51;
943608,12000,12000,12000, 36 months,11.99,398.52,C,Admin Asst,10+ years,RENT,45000,Verified,42339,debt_consolidation,MD,22.28,0,37987,1,25,0,43719,71.8,54,0,9101.67;
943609,28000,28000,28000, 60 months,17.57,704.49,D,System Consultant,10+ years,RENT,115000,Source Verified,42339,debt_consolidation,AL,11.75,0,32843,0,6,0,20,1.7,14,0,11466.05;
943610,7900,7900,7900, 36 months,7.89,247.16,A,Assistant manager ,10+ years,MORTGAGE,65000,Verified,42339,credit_card,LA,18.29,2,36220,0,10,0,3870,26.3,33,0,3740.51;
943611,9750,9750,9750, 36 months,16.99,347.57,D,Clerk,10+ years,RENT,30642.81,Verified,42339,debt_consolidation,NY,17.05,0,36678,1,12,1,7360,37.2,41,0,7411.08;
943612,5200,5200,5200, 36 months,6,158.46,C,automotive technician,1 year,RENT,24000,Source Verified,42339,debt_consolidation,NJ,17.73,2,39326,0,16,0,6304,30.8,24,0,8751.39;
943613,20000,20000,20000, 60 months,17.57,503.21,D,admissions,< 1 year,MORTGAGE,50000,Source Verified,42339,debt_consolidation,MI,28.02,1,38961,0,12,1,8114,59.2,30,0,4803.95;
943614,7200,7200,7200, 36 months,11.22,236.47,B,Store Manager,6 years,RENT,35000,Source Verified,42339,debt_consolidation,LA,14.09,0,32174,1,8,0,5524,50.2,33,0,7462.52;
943615,17125,17125,17125, 60 months,27.31,526.1,G,Human Resource Specialist,2 years,RENT,44388,Verified,42339,debt_consolidation,KS,31.18,0,38292,1,18,0,14007,53,18,0,14643.58;
943616,10000,10000,10000, 36 months,11.22,328.43,B,maneger ,3 years,RENT,38000,Verified,42339,credit_card,NJ,3.86,0,40878,3,5,0,10376,28.3,9,0,5356.37;
943617,18000,18000,18000, 36 months,11.99,597.78,C,Call Center Supervisor,6 years,OWN,55000,Source Verified,42339,debt_consolidation,MS,10.18,0,38777,1,15,0,6889,20.1,47,0,8185.87;
943618,22000,22000,22000, 36 months,13.67,748.39,C,Mechanic,10+ years,MORTGAGE,45000,Verified,42339,other,MA,26.75,0,38565,1,14,0,7263,41.3,28,0,4969.83;
943619,13000,13000,13000, 36 months,5.32,391.5,A,,n/a,MORTGAGE,42000,Not Verified,42339,debt_consolidation,WI,26.08,0,32994,3,22,1,25616,68.1,45,0,2015.33;
943620,12950,12950,12950, 36 months,7.89,405.15,A,,n/a,RENT,48000,Verified,42339,debt_consolidation,NY,22.34,0,33482,2,8,0,22655,85,10,0,14106.69;
943621,35000,35000,35000, 60 months,16.99,869.66,D,CEO,10+ years,RENT,180000,Verified,42339,other,FL,7.81,0,37316,0,5,1,3393,47.1,7,0,801.23;
943622,10000,10000,10000, 36 months,8.38,315.12,B,Apprentice ,< 1 year,RENT,40000,Not Verified,42339,debt_consolidation,CA,6.11,1,38687,0,7,0,8236,43.3,11,0,5693.83;
943623,10000,10000,10000, 36 months,13.18,337.81,C,Registered Nurse,10+ years,RENT,95000,Verified,42339,credit_card,MN,17.03,0,34425,0,14,0,44329,61.1,21,0,14599.69;
943624,11350,11350,11350, 60 months,17.86,287.36,D,Space Mangement Coordinator,< 1 year,RENT,43000,Source Verified,42339,credit_card,NY,28.05,0,32843,2,11,0,15186,71.3,22,0,4769.53;
943625,15500,15500,15500, 36 months,5.32,466.78,A,Clinical Data Manager,1 year,MORTGAGE,70000,Not Verified,42339,debt_consolidation,PA,21.94,0,38231,1,24,0,32641,30.4,27,0,12561.13;
943626,4675,4675,4675, 36 months,23.99,183.39,F,Department Supervisor ,2 years,RENT,15600,Verified,42339,medical,SC,26.05,0,39845,0,4,0,3208,106.9,22,0,4696.62;
943627,3600,3600,3600, 36 months,12.59,120.59,C,Admin/Teacher,10+ years,MORTGAGE,65000,Source Verified,42339,debt_consolidation,AZ,30.18,2,34943,0,10,1,3276,42.5,23,0,6336.93;
943628,16000,16000,16000, 36 months,7.26,495.94,A,Founder and CEO,1 year,RENT,60000,Source Verified,42339,medical,WA,23.82,0,31533,0,13,1,15593,34.4,19,0,1107.98;
943629,12800,12800,12800, 36 months,10.64,416.88,B,Human Services Caseworker,2 years,RENT,48000,Verified,42339,credit_card,VA,11.37,0,41365,0,4,0,2523,60.1,5,0,1650.27;
943630,30000,30000,30000, 36 months,9.17,956.37,B,CERTIFIED ANESTHESIA NURSE,10+ years,RENT,160000,Verified,42339,home_improvement,TX,22.34,0,37956,1,6,0,1498,18.3,29,0,6513.47;
943631,28000,28000,28000, 60 months,13.67,646.74,C,Mortgage Processor,10+ years,MORTGAGE,72000,Not Verified,42339,credit_card,NJ,3.53,0,37834,1,3,1,7020,29.9,7,0,5581.54;
943632,16000,16000,16000, 36 months,6.89,493.23,A,Resident,3 years,RENT,50000,Not Verified,42339,credit_card,TN,20.14,1,37834,2,9,0,9724,42.3,38,0,16131.13;
943633,15000,15000,15000, 36 months,13.18,506.72,C,Paralegal,5 years,MORTGAGE,57500,Not Verified,42339,other,NY,1.93,0,39508,0,5,1,5973,72.8,6,0,5508.01;
943634,5000,5000,5000, 36 months,9.17,159.4,B,Contracts Negotiation Specialist,2 years,RENT,85000,Not Verified,42339,home_improvement,CA,12.26,0,31168,1,15,0,14035,17.1,25,0,5647.16;
943635,10000,10000,10000, 60 months,8.38,204.59,B,Kitchen Manager,10+ years,MORTGAGE,68000,Not Verified,42339,debt_consolidation,OR,20.56,0,39022,0,6,0,14017,89.9,11,0,439.83;
943636,10000,10000,9850, 36 months,16.55,354.3,D,Service Technician,10+ years,MORTGAGE,48200,Not Verified,42339,other,KY,34.09,0,38108,0,7,1,11291,66,16,0,9656.86;
943637,11000,11000,11000, 36 months,7.89,344.15,A,Line operator ,1 year,MORTGAGE,35000,Verified,42339,home_improvement,MI,22.17,1,39234,2,9,1,6014,34.4,24,0,18131.57;
943638,6000,6000,6000, 36 months,11.99,199.26,C,Medical Coding,4 years,OWN,38000,Source Verified,42339,debt_consolidation,NC,34.93,0,33878,0,9,0,8265,89.8,13,0,15860.82;
943639,5600,5600,5600, 36 months,12.59,187.59,C,Teacher,10+ years,MORTGAGE,52698,Verified,42339,medical,FL,25.8,0,39295,1,12,0,16201,58.9,15,0,6124.7;
943640,23700,23700,23700, 60 months,18.49,608.16,E,Teacher,10+ years,MORTGAGE,77000,Not Verified,42339,debt_consolidation,NY,23.67,0,36678,0,22,0,27893,46.7,36,0,11852.59;
943641,28000,28000,28000, 36 months,9.17,892.61,B,Lerning & Development Manager,9 years,MORTGAGE,110000,Not Verified,42339,debt_consolidation,NC,31.75,0,32782,0,31,0,90864,45.7,49,0,22666.86;
943642,35000,35000,35000, 36 months,13.18,1182.33,C,Industry Marketing - Financial Services,< 1 year,OWN,179000,Source Verified,42339,debt_consolidation,GA,11.04,0,38504,2,18,1,6546,50.4,51,0,3049.61;
943643,6450,6450,6450, 36 months,13.18,217.89,C,Vice President,10+ years,RENT,135000,Source Verified,42339,debt_consolidation,AK,11.89,0,37347,0,4,0,12609,100.9,10,0,4756.71;
943644,14000,14000,14000, 60 months,19.99,370.84,E,automotive technician,3 years,RENT,50000,Verified,42339,debt_consolidation,TX,12.7,3,31260,1,9,0,5445,61.9,25,0,5906.24;
943645,12000,12000,12000, 60 months,14.48,282.22,C,Construction Administrator,4 years,MORTGAGE,49000,Not Verified,42339,credit_card,FL,7.12,0,37865,0,9,1,4700,25.1,16,0,4447.08;
943646,35000,35000,35000, 60 months,12.59,789.04,C,PMO,8 years,MORTGAGE,180000,Source Verified,42339,credit_card,FL,14.25,0,35156,3,19,0,31233,63.9,33,0,4985.26;
943647,20000,20000,20000, 60 months,7.26,398.49,A,Global IT Project Manager,4 years,MORTGAGE,97400,Not Verified,42339,credit_card,OH,30.15,0,37104,1,14,1,15498,74.2,28,0,9367.46;
943648,21000,21000,21000, 60 months,11.22,458.9,B,Sup,10+ years,OWN,100000,Source Verified,42339,debt_consolidation,TX,33.73,0,39052,0,19,0,11344,46.5,67,0,5139.13;
943649,11450,11450,11450, 36 months,16.55,405.67,D,Technician,2 years,RENT,55000,Source Verified,42339,debt_consolidation,TN,20.88,1,30529,0,10,1,13902,61.2,35,0,11321.14;
943650,18200,18200,18200, 36 months,11.22,597.75,B,Maintenance supervisor,3 years,MORTGAGE,58000,Source Verified,42339,major_purchase,OK,12.42,1,32234,0,14,1,8506,54.9,26,0,13344.87;
943651,14000,14000,14000, 36 months,9.17,446.31,B,Registered Nurse,8 years,RENT,80000,Verified,42339,debt_consolidation,OH,27.32,0,38626,2,8,1,7358,68.1,35,0,12063.08;
943652,17875,17875,17875, 36 months,17.57,642.38,D,Payroll Audit and controls ,2 years,MORTGAGE,52400,Source Verified,42339,debt_consolidation,MA,2.6,3,36008,2,9,1,5621,40.1,17,0,14886.42;
943653,25000,25000,25000, 36 months,7.26,774.91,A,,n/a,OWN,125000,Not Verified,42339,credit_card,IL,12.4,1,41061,3,16,0,5473,29,19,0,10481.59;
943654,24000,24000,23750, 36 months,9.76,771.72,B,,n/a,OWN,52000,Verified,42339,debt_consolidation,NC,22.32,0,36557,0,8,1,6487,81.1,15,0,4228.23;
943655,22400,22400,22400, 60 months,19.99,593.34,E,Senior FinancialConsultant,10+ years,OWN,108762,Source Verified,42339,debt_consolidation,KY,3.86,0,38504,0,8,1,10217,67.2,17,0,10676.38;
943656,5500,5500,5500, 36 months,9.76,176.86,B,Premium Customer Support,10+ years,MORTGAGE,43000,Not Verified,42339,credit_card,FL,26.98,0,36434,0,12,0,36139,95.9,16,0,2295.16;
943657,21000,21000,21000, 36 months,10.64,683.94,B,Manager,7 years,RENT,99000,Source Verified,42339,debt_consolidation,SC,2.78,0,35796,0,1,0,0,,11,0,637.69;
943658,13950,13950,13950, 60 months,18.99,361.8,E,Program Coordinator,8 years,RENT,38785,Verified,42339,home_improvement,NY,9.23,0,35490,0,7,0,5530,41.6,50,0,743.69;
943659,25000,25000,25000, 36 months,5.32,752.87,A,Director of Engineering,2 years,MORTGAGE,170000,Not Verified,42339,other,NY,6.55,0,39173,1,4,0,2907,52.9,6,0,2246.98;
943660,19100,19100,19100, 60 months,13.18,436.35,C,Staff Accountant,9 years,MORTGAGE,58000,Not Verified,42339,credit_card,CA,28.49,0,38443,1,22,1,10122,32.8,43,0,14031.81;
943661,5000,5000,5000, 36 months,7.89,156.43,A,IT Application Consultant,3 years,MORTGAGE,64000,Not Verified,42339,credit_card,KY,19.38,0,36434,3,27,4,11949,39.8,46,0,6757.2;
943662,30000,30000,30000, 60 months,13.67,692.93,C,Partner,10+ years,OWN,350000,Verified,42339,medical,TX,30.23,1,37865,1,12,0,6647,22.1,27,0,26901.67;
943663,24000,24000,24000, 36 months,11.99,797.03,C,sales manager ,10+ years,RENT,99500,Not Verified,42339,debt_consolidation,OH,10.1,1,37712,0,16,0,4014,7.8,40,0,3845.65;
943664,10800,10800,10800, 36 months,6.89,332.93,A,Owner/CPA,3 years,MORTGAGE,85000,Source Verified,42339,debt_consolidation,CA,11.78,1,38353,1,13,0,5617,36,23,0,2414.46;
943665,6000,6000,6000, 36 months,11.22,197.06,B,Aircraft technician ,10+ years,MORTGAGE,105000,Verified,42339,credit_card,NJ,29.81,1,35034,0,9,0,17176,87.6,14,0,10216.79;
943666,12000,12000,12000, 36 months,14.48,412.94,C,ceritfied nursing assistant ,2 years,RENT,48000,Verified,42339,debt_consolidation,TX,24.3,0,35612,0,9,0,5524,27.3,16,0,13367.36;
943667,6700,6700,6700, 36 months,6.89,206.54,A,Resident Hall Director,3 years,RENT,28700,Verified,42339,credit_card,CT,21.07,0,37288,2,10,1,5335,33.6,24,0,797.35;
943668,13200,13200,13200, 36 months,6.89,406.92,A,Supervisory Maintenance Material Require,10+ years,OWN,97000,Not Verified,42339,moving,NY,12.77,0,40087,1,10,0,18064,49.8,12,0,3281.73;
943669,6000,6000,6000, 36 months,9.76,192.93,B,herdsman,10+ years,RENT,32000,Source Verified,42339,credit_card,OK,30.16,0,37742,0,16,0,7010,89.9,55,0,5128.47;
943670,28000,28000,28000, 36 months,11.22,919.61,B,Senior Programmer,7 years,MORTGAGE,125000,Source Verified,42339,debt_consolidation,MI,12.39,0,38565,1,15,0,6015,18.9,30,0,12944.63;
943671,20000,20000,20000, 36 months,8.38,630.24,B,General manager ,10+ years,OWN,96000,Source Verified,42339,credit_card,CT,24.9,1,39539,1,25,0,14003,38.2,29,0,2095.58;
943672,35000,35000,34800, 60 months,18.49,898.13,E,Project Engineer,8 years,MORTGAGE,85000,Not Verified,42339,credit_card,TX,12.24,0,36192,0,3,0,5690,99.8,15,0,5897.25;
943673,28000,28000,27850, 60 months,19.99,741.68,E,,n/a,MORTGAGE,112000,Verified,42339,other,TX,29.33,0,38961,0,25,0,21017,50.6,32,0,1297.01;
943674,6000,6000,6000, 36 months,8.38,189.08,B,insurance Specialist,6 years,RENT,32302,Source Verified,42339,other,WA,8.68,0,38687,0,6,0,1768,14.5,12,0,1931.07;
943675,20000,20000,20000, 60 months,13.67,461.96,C,Teacher,10+ years,MORTGAGE,87000,Verified,42339,credit_card,OH,15.8,0,37712,1,13,0,9040,39.6,22,0,4864.15;
943676,5000,5000,5000, 36 months,6.89,154.14,A,Analyst ,10+ years,MORTGAGE,61000,Not Verified,42339,debt_consolidation,AZ,12.96,0,38687,1,14,0,13920,43.8,25,0,2801.61;
943677,25000,25000,25000, 36 months,9.17,796.98,B,Sergeant,10+ years,MORTGAGE,100000,Verified,42339,other,CA,11.17,0,37653,0,9,0,17579,94.5,11,0,2755.21;
943678,10650,10650,10500, 36 months,15.41,371.33,D,Trooper,10+ years,MORTGAGE,90000,Not Verified,42339,credit_card,AL,29.5,0,38322,1,21,0,15634,62,49,0,3993.71;
943679,10000,10000,10000, 36 months,9.76,321.55,B,Sr. Computer Operator II,10+ years,RENT,82000,Source Verified,42339,credit_card,TN,26.89,0,31533,0,7,0,21672,76,25,0,15118.24;
943680,28000,28000,28000, 36 months,5.32,843.22,A,Technical leader,2 years,OWN,163000,Verified,42339,debt_consolidation,NY,4.69,0,36557,0,8,0,16127,18.2,34,0,6886.31;
943681,7500,7500,7500, 36 months,10.64,244.27,B,Claims adjuster,2 years,MORTGAGE,70000,Source Verified,42339,credit_card,FL,17.75,0,34759,0,12,1,16292,65.7,19,0,7065.46;
943682,24000,24000,24000, 60 months,13.18,548.29,C,Budget Coordinator,10+ years,MORTGAGE,91657,Verified,42339,credit_card,IN,14.63,0,36647,1,12,1,16423,61.3,41,0,7924;
943683,3000,3000,3000, 36 months,14.48,103.24,C,Physical  therapy assistant ,5 years,MORTGAGE,45000,Source Verified,42339,debt_consolidation,OR,32.63,0,33664,0,15,0,6672,56.1,56,0,2049.63;
943684,3500,3500,3500, 36 months,16.55,124.01,D,Delivery/Driver,1 year,RENT,35000,Verified,42339,debt_consolidation,NY,4.62,0,37865,1,9,0,7445,44.8,11,0,2333.69;
943685,10000,10000,10000, 36 months,5.32,301.15,A,Manager,10+ years,OWN,141000,Not Verified,42339,debt_consolidation,CA,29.67,0,32813,1,18,1,13174,28.3,35,0,5423.87;
943686,13000,13000,13000, 36 months,9.17,414.43,B,RN,10+ years,OWN,60000,Verified,42339,debt_consolidation,NY,25.26,0,41153,1,14,0,10579,48.5,17,0,9034.47;
943687,35000,35000,34850, 60 months,21.99,966.47,F,Network Engineer,10+ years,MORTGAGE,103974,Verified,42339,home_improvement,MI,12.9,0,37500,1,12,1,7574,64.2,26,0,22420.39;
943688,24000,24000,24000, 60 months,16.99,596.34,D,Registered Sleep Technologist,< 1 year,RENT,48000,Not Verified,42339,debt_consolidation,TX,29.27,0,38292,1,20,0,4425,18.8,23,0,1652.25;
943689,8000,8000,8000, 36 months,11.22,262.75,B,Nitrider,7 years,MORTGAGE,35000,Verified,42339,credit_card,NJ,28.4,0,41030,0,15,0,7407,28.4,16,0,5799.76;
943690,5000,5000,5000, 36 months,9.17,159.4,B,Triage,10+ years,MORTGAGE,48000,Source Verified,42339,credit_card,MA,20.4,1,35735,0,38,0,24776,48.8,50,0,15250.12;
943691,12000,12000,12000, 36 months,7.26,371.96,A,senior electronic eligiblity analyst,10+ years,OWN,51000,Source Verified,42339,debt_consolidation,FL,21.19,0,38169,1,10,0,9746,96.5,20,0,2789.12;
943692,12500,12500,12500, 36 months,8.38,393.9,B,Regional Dental director,10+ years,MORTGAGE,154000,Not Verified,42339,major_purchase,NY,11.32,1,37104,0,11,0,20592,73,31,0,5763.25;
943693,24000,24000,23800, 60 months,18.49,615.86,E,Retail Account Executive,3 years,MORTGAGE,60000,Source Verified,42339,debt_consolidation,FL,18.4,0,38596,1,21,0,16917,44.3,25,0,3785.38;
943694,28000,28000,28000, 36 months,7.26,867.9,A,Principal Staff Nuclear Engineer ,10+ years,MORTGAGE,129000,Source Verified,42339,credit_card,CA,10.84,0,36708,0,6,0,4993,58.1,8,0,5736.72;
943695,12000,12000,12000, 36 months,10.64,390.83,B,Tanker,10+ years,OWN,75000,Verified,42339,debt_consolidation,SC,17.36,0,35643,0,7,0,6678,96.8,16,0,2215.03;
943696,5600,5600,5600, 36 months,13.67,190.5,C,Service technician ,< 1 year,MORTGAGE,34000,Verified,42339,debt_consolidation,WA,17.72,0,37591,0,10,0,9726,90.1,20,0,11627.14;
943697,25000,25000,25000, 36 months,5.32,752.87,A,RN,2 years,MORTGAGE,260000,Source Verified,42339,home_improvement,IL,5.62,0,39326,0,18,0,8692,19.7,26,0,866.45;
943698,15000,15000,15000, 36 months,7.89,469.29,A,Courtroom Clerk,10+ years,RENT,65000,Source Verified,42339,debt_consolidation,MO,10.7,0,36373,3,5,0,1663,32.6,15,0,13405.9;
943699,13000,13000,13000, 36 months,7.26,402.95,A,Programmer,7 years,RENT,94000,Source Verified,42339,debt_consolidation,AL,11.44,0,38443,1,7,0,29333,69.3,11,0,11470.68;
943700,5000,5000,5000, 36 months,14.48,172.06,C,Inspector ,< 1 year,RENT,53000,Source Verified,42339,other,FL,30.6,0,41244,2,10,0,21590,58.2,10,0,4608.18;
943701,2500,2500,2500, 36 months,11.99,83.03,C,,n/a,RENT,20000,Source Verified,42339,other,CO,29.03,0,41487,1,9,0,4318,65.4,13,0,731.49;
943702,12500,12500,12500, 36 months,11.22,410.54,B,Driver,< 1 year,RENT,72000,Source Verified,42339,debt_consolidation,NY,8.86,0,40210,0,15,4,18630,60.1,24,0,3904.06;
943703,7500,7500,7500, 36 months,9.76,241.16,B,Supervising Agent,1 year,RENT,52000,Source Verified,42339,debt_consolidation,KS,13.54,0,37288,0,20,0,7064,38.4,33,0,6168.83;
943704,1500,1500,1500, 36 months,12.59,50.25,C,Customer relations manager,4 years,MORTGAGE,38000,Not Verified,42339,debt_consolidation,LA,18.73,0,36039,1,11,0,5270,39,36,0,4475.39;
943705,10000,10000,10000, 36 months,13.18,337.81,C,technician ,2 years,MORTGAGE,56000,Source Verified,42339,debt_consolidation,NC,18.95,1,39722,0,9,0,7925,28.5,20,0,8538.65;
943706,7200,7200,7200, 36 months,7.89,225.26,A,realtor,10+ years,RENT,65000,Source Verified,42339,debt_consolidation,TN,11.7,0,38200,1,8,0,3692,42,23,0,810.5;
943707,15000,15000,15000, 36 months,10.64,488.53,B,SHIFT SUPERVISOR,8 years,MORTGAGE,100000,Source Verified,42339,debt_consolidation,PA,14.96,1,38838,3,6,0,4655,70.5,7,0,779.31;
943708,12875,12875,12875, 36 months,16.55,456.16,D,Underwriting Services,1 year,RENT,30700,Not Verified,42339,debt_consolidation,CA,17.97,0,35916,0,10,0,46212,58.6,24,0,13534.91;
943709,1400,1400,1400, 36 months,19.99,52.03,E,Benefits Specialist,2 years,OWN,38500,Source Verified,42339,debt_consolidation,CT,14.28,0,39387,0,17,0,15924,26.3,26,0,10704.73;
943710,21000,21000,21000, 60 months,11.22,458.9,B,PD RN,< 1 year,MORTGAGE,65000,Source Verified,42339,debt_consolidation,SC,13.66,1,31747,0,15,0,9641,40.3,29,0,5218.71;
943711,8000,8000,8000, 36 months,13.67,272.15,C,Cashier/Stocker,2 years,MORTGAGE,20000,Verified,42339,credit_card,CA,18.9,1,36434,0,21,0,4205,84.1,33,0,5684.73;
943712,18000,18000,18000, 36 months,5.32,542.07,A,SALES,10+ years,MORTGAGE,90000,Not Verified,42339,debt_consolidation,CA,16.93,0,39814,1,13,0,16896,42.5,14,0,10797.23;
